NO,방송사,제목,방영일,요일,회차,시청률,종합 순위,장르,장르별 순위,방송시작시간,방송종료시간,방송시간,,,
387 ,TV조선,퍼펙트 라이프,2024.8.28,수,204 ,0.683%,26 ,교양,NULL,20:00,20:45,0:45,,,
388 ,TV조선,퍼펙트 라이프,2024.8.21,수,203 ,0.381%,46 ,교양,NULL,20:00,20:45,0:45,,,
389 ,TV조선,퍼펙트 라이프,2024.8.14,수,202 ,0.616%,40 ,교양,NULL,20:00,20:45,0:45,,,
390 ,TV조선,퍼펙트 라이프,2024.8.7,수,201 ,0.894%,27 ,교양,NULL,20:00,20:45,0:45,,,
391 ,TV조선,퍼펙트 라이프,2024.7.31,수,200 ,1.437%,19 ,교양,NULL,20:00,20:45,0:45,,,
392 ,TV조선,퍼펙트 라이프,2024.7.24,수,199 ,0.574%,40 ,교양,NULL,20:00,20:45,0:45,,,
393 ,TV조선,퍼펙트 라이프,2024.7.17,수,198 ,0.496%,44 ,교양,NULL,20:00,20:45,0:45,,,
394 ,TV조선,퍼펙트 라이프,2024.7.10,수,197 ,0.402%,44 ,교양,NULL,20:00,20:45,0:45,,,
395 ,TV조선,퍼펙트 라이프,2024.7.3,수,196 ,0.650%,36 ,교양,NULL,20:00,20:45,0:45,,,
396 ,TV조선,퍼펙트 라이프,2024.6.26,수,195 ,0.425%,47 ,교양,NULL,20:00,20:45,0:45,,,
397 ,TV조선,퍼펙트 라이프,2024.6.19,수,194 ,0.442%,46 ,교양,NULL,20:00,20:45,0:45,,,
398 ,TV조선,퍼펙트 라이프,2024.6.12,수,193 ,0.389%,48 ,교양,NULL,20:00,20:45,0:45,,,
399 ,TV조선,퍼펙트 라이프,2024.6.5,수,192 ,0.522%,39 ,교양,NULL,20:00,20:45,0:45,,,
400 ,TV조선,아빠하고 나하고,2024.8.28,수,37 ,4.509%,1 ,예능,1 ,22:00,0:00,2:00,,,
401 ,TV조선,아빠하고 나하고,2024.8.21,수,36 ,4.011%,1 ,예능,1 ,22:00,0:00,2:00,,,
402 ,TV조선,아빠하고 나하고,2024.8.14,수,35 ,3.061%,1 ,예능,1 ,22:00,0:00,2:00,,,
403 ,TV조선,아빠하고 나하고,2024.8.7,수,34 ,3.053%,3 ,예능,1 ,22:00,0:00,2:00,,,
404 ,TV조선,아빠하고 나하고,2024.7.31,수,33 ,3.992%,1 ,예능,1 ,22:00,0:00,2:00,,,
405 ,TV조선,아빠하고 나하고,2024.7.24,수,32 ,3.948%,1 ,예능,1 ,22:00,0:00,2:00,,,
406 ,TV조선,아빠하고 나하고,2024.7.17,수,31 ,4.132%,1 ,예능,1 ,22:00,0:00,2:00,,,
407 ,TV조선,아빠하고 나하고,2024.7.10,수,30 ,4.117%,1 ,예능,1 ,22:00,0:00,2:00,,,
408 ,TV조선,아빠하고 나하고,2024.7.3,수,29 ,2.407%,7 ,예능,3 ,22:00,0:00,2:00,,,
409 ,TV조선,아빠하고 나하고,2024.6.26,수,28 ,3.703%,1 ,예능,1 ,22:00,0:00,2:00,,,
410 ,TV조선,아빠하고 나하고,2024.6.19,수,27 ,3.535%,1 ,예능,1 ,22:00,0:00,2:00,,,
411 ,TV조선,아빠하고 나하고,2024.6.12,수,26 ,3.688%,1 ,예능,1 ,22:00,0:00,2:00,,,
412 ,TV조선,미스쓰리랑,2024.8.29,목,18 ,3.862%,1 ,예능,1 ,22:00,0:10,2:10,,,
413 ,TV조선,미스쓰리랑,2024.8.22,목,17 ,3.746%,1 ,예능,1 ,22:00,0:10,2:10,,,
414 ,TV조선,미스쓰리랑,2024.8.15,목,16 ,3.239%,1 ,예능,1 ,22:00,0:10,2:10,,,
415 ,TV조선,미스쓰리랑,2024.8.8,목,15 ,2.971%,4 ,예능,1 ,22:00,0:10,2:10,,,
416 ,TV조선,미스쓰리랑,2024.8.1,목,14 ,3.804%,1 ,예능,1 ,22:00,0:10,2:10,,,
417 ,TV조선,미스쓰리랑,2024.7.25,목,13 ,3.783%,1 ,예능,1 ,22:00,0:10,2:10,,,
418 ,TV조선,미스쓰리랑,2024.7.18,목,12 ,4.270%,1 ,예능,1 ,22:00,0:10,2:10,,,
419 ,TV조선,미스쓰리랑,2024.7.11,목,11 ,4.803%,1 ,예능,1 ,22:00,0:10,2:10,,,
420 ,TV조선,미스쓰리랑,2024.7.4,목,10 ,4.517%,1 ,예능,1 ,22:00,0:10,2:10,,,
421 ,TV조선,미스쓰리랑,2024.6.27,목,9 ,4.278%,1 ,예능,1 ,22:00,0:10,2:10,,,
422 ,TV조선,미스쓰리랑,2024.6.20,목,8 ,4.624%,1 ,예능,1 ,22:00,0:10,2:10,,,
423 ,TV조선,미스쓰리랑,2024.6.13,목,7 ,5.037%,1 ,예능,1 ,22:00,0:10,2:10,,,
424 ,TV조선,역전의 가족,2024.8.30,금,22 ,0.506%,40 ,기타,17 ,20:00,20:45,0:45,,,
425 ,TV조선,역전의 가족,2024.8.23,금,21 ,0.386%,49 ,기타,20 ,20:00,20:45,0:45,,,
426 ,TV조선,역전의 가족,2024.8.2,금,20 ,0.850%,30 ,기타,10 ,20:00,20:45,0:45,,,
427 ,TV조선,역전의 가족,2024.7.26,금,19 ,0.577%,40 ,기타,14 ,20:00,20:45,0:45,,,
428 ,TV조선,역전의 가족,2024.7.19,금,18 ,0.407%,47 ,기타,20 ,20:00,20:45,0:45,,,
429 ,TV조선,역전의 가족,2024.7.12,금,17 ,0.425%,46 ,기타,18 ,20:00,20:45,0:45,,,
430 ,TV조선,역전의 가족,2024.7.5,금,16 ,0.599%,41 ,기타,17 ,20:00,20:45,0:45,,,
431 ,TV조선,역전의 가족,2024.6.28,금,15 ,0.297%,62 ,기타,24 ,20:00,20:45,0:45,,,
432 ,TV조선,역전의 가족,2024.6.21,금,14 ,0.542%,45 ,기타,15 ,20:00,20:45,0:45,,,
433 ,TV조선,역전의 가족,2024.6.14,금,13 ,0.520%,40 ,기타,15 ,20:00,20:45,0:45,,,
434 ,TV조선,역전의 가족,2024.6.7,금,12 ,0.507%,39 ,기타,15 ,20:00,20:45,0:45,,,
435 ,TV조선,미스터 로또,2024.8.30,금,64 ,3.514%,1 ,예능,1 ,22:00,23:50,1:50,,,
436 ,TV조선,미스터 로또,2024.8.23,금,63 ,3.776%,1 ,예능,1 ,22:00,23:50,1:50,,,
437 ,TV조선,미스터 로또,2024.8.16,금,62 ,3.465%,1 ,예능,1 ,22:00,23:50,1:50,,,
438 ,TV조선,미스터 로또,2024.8.9,금,61 ,3.207%,2 ,예능,1 ,22:00,23:50,1:50,,,
439 ,TV조선,미스터 로또,2024.8.2,금,60 ,3.050%,2 ,예능,1 ,22:00,23:50,1:50,,,
440 ,TV조선,미스터 로또,2024.7.26,금,59 ,3.498%,1 ,예능,1 ,22:00,23:50,1:50,,,
441 ,TV조선,미스터 로또,2024.7.19,금,58 ,3.831%,1 ,예능,1 ,22:00,23:50,1:50,,,
442 ,TV조선,미스터 로또,2024.7.12,금,57 ,4.273%,1 ,예능,1 ,22:00,23:50,1:50,,,
443 ,TV조선,미스터 로또,2024.7.5,금,56 ,4.533%,1 ,예능,1 ,22:00,23:50,1:50,,,
444 ,TV조선,미스터 로또,2024.6.28,금,55 ,3.722%,1 ,예능,1 ,22:00,23:50,1:50,,,
445 ,TV조선,미스터 로또,2024.6.21,금,54 ,4.124%,1 ,예능,1 ,22:00,23:50,1:50,,,
446 ,TV조선,미스터 로또,2024.6.14,금,53 ,4.429%,1 ,예능,1 ,22:00,23:50,1:50,,,
447 ,TV조선,미스터 로또,2024.6.7,금,52 ,4.023%,1 ,예능,1 ,22:00,23:50,1:50,,,
448 ,TV조선,산따라 물따라 딴따라,2024.8.31,토,14 ,0.881%,22 ,예능,11 ,19:50,20:50,1:00,,,
449 ,TV조선,산따라 물따라 딴따라,2024.8.24,토,13 ,0.523%,40 ,예능,20 ,19:50,20:50,1:00,,,
450 ,TV조선,산따라 물따라 딴따라,2024.8.17,토,12 ,0.647%,39 ,예능,22 ,19:50,20:50,1:00,,,
451 ,TV조선,산따라 물따라 딴따라,2024.8.10,토,11 ,0.687%,33 ,예능,19 ,19:50,20:50,1:00,,,
452 ,TV조선,산따라 물따라 딴따라,2024.8.3,토,10 ,0.956%,24 ,예능,14 ,19:50,20:50,1:00,,,
453 ,TV조선,산따라 물따라 딴따라,2024.7.27,토,9 ,1.739%,13 ,예능,10 ,19:50,20:50,1:00,,,
454 ,TV조선,산따라 물따라 딴따라,2024.7.20,토,8 ,1.132%,19 ,예능,11 ,19:50,20:50,1:00,,,
455 ,TV조선,산따라 물따라 딴따라,2024.7.13,토,7 ,0.718%,33 ,예능,20 ,19:50,20:50,1:00,,,
456 ,TV조선,산따라 물따라 딴따라,2024.7.6,토,6 ,1.290%,18 ,예능,9 ,19:50,20:50,1:00,,,
457 ,TV조선,산따라 물따라 딴따라,2024.6.29,토,5 ,1.241%,18 ,예능,9 ,19:50,20:50,1:00,,,
458 ,TV조선,산따라 물따라 딴따라,2024.6.22,토,4 ,1.130%,22 ,예능,11 ,19:50,20:50,1:00,,,
459 ,TV조선,산따라 물따라 딴따라,2024.6.15,토,3 ,1.394%,12 ,예능,6 ,19:50,20:50,1:00,,,
460 ,TV조선,산따라 물따라 딴따라,2024.6.8,토,2 ,1.588%,10 ,예능,4 ,19:50,20:50,1:00,,,
461 ,TV조선,DNA 러버,2024.9.1,일,6 ,0.578%,42 ,드라마,5 ,21:10,22:10,1:00,,,
462 ,TV조선,DNA 러버,2024.8.25,일,4 ,0.627%,33 ,드라마,2 ,21:10,22:10,1:00,,,
463 ,TV조선,DNA 러버,2024.8.24,토,3 ,0.757%,35 ,드라마,6 ,21:10,22:10,1:00,,,
464 ,TV조선,DNA 러버,2024.8.29,목,3 ,0.776%,27 ,드라마,2 ,21:10,22:10,1:00,,,
465 ,TV조선,DNA 러버,2024.8.18,일,2 ,0.620%,42 ,드라마,6 ,21:10,22:10,1:00,,,
466 ,TV조선,DNA 러버,2024.8.17,토,1 ,1.132%,17 ,드라마,2 ,21:10,22:10,1:00,,,
467 ,TV조선,식객 허영만의 백반기행,2024.9.1,일,261 ,1.236%,18 ,교양,NULL,19:50,20:50,1:00,,,
468 ,TV조선,식객 허영만의 백반기행,2024.8.18,일,260 ,0.757%,36 ,교양,NULL,19:50,20:50,1:00,,,
469 ,TV조선,식객 허영만의 백반기행,2024.8.11,일,259 ,1.071%,28 ,교양,NULL,19:50,20:50,1:00,,,
470 ,TV조선,식객 허영만의 백반기행,2024.8.4,일,258 ,1.250%,21 ,교양,NULL,19:50,20:50,1:00,,,
471 ,TV조선,식객 허영만의 백반기행,2024.7.21,일,257 ,1.020%,29 ,교양,NULL,19:50,20:50,1:00,,,
472 ,TV조선,식객 허영만의 백반기행,2024.7.14,일,256 ,1.201%,21 ,교양,NULL,19:50,20:50,1:00,,,
473 ,TV조선,식객 허영만의 백반기행,2024.7.7,일,255 ,1.096%,26 ,교양,NULL,19:50,20:50,1:00,,,
474 ,TV조선,식객 허영만의 백반기행,2024.6.30,일,254 ,1.268%,22 ,교양,NULL,19:50,20:50,1:00,,,
475 ,TV조선,식객 허영만의 백반기행,2024.6.23,일,253 ,1.052%,23 ,교양,NULL,19:50,20:50,1:00,,,
476 ,TV조선,식객 허영만의 백반기행,2024.6.16,일,252 ,1.009%,25 ,교양,NULL,19:50,20:50,1:00,,,
477 ,TV조선,식객 허영만의 백반기행,2024.6.9,일,251 ,1.280%,20 ,교양,NULL,19:50,20:50,1:00,,,
